Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
11221,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_7_3,Where is the bookshelf located in relation to the table in the Living Room?,reasoning/spatial/relationship,,"A. The bookshelf is located on the opposite wall facing the table
B. The bookshelf is located directly behind the table
C. The bookshelf is located diagonally across from the table
D. The bookshelf is located immediately adjacent to the table on the left
E. The bookshelf is located to the immediate right of the table",The bookshelf is located on the opposite wall facing the table,The bookshelf is located directly behind the table,The bookshelf is located diagonally across from the table,The bookshelf is located immediately adjacent to the table on the left,The bookshelf is located to the immediate right of the table,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11222,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_7_24,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The wall decor is located to the immediate left of the chat on the wall in the Living Room
B. The drum is placed on the floor to the right of the cellphone
C. The bookshelf is located directly behind the table
D. The drum is placed in a corner away from the cellphone
E. The bookshelf is located on the opposite wall facing the table",The wall decor is located to the immediate left of the chat on the wall in the Living Room,The drum is placed on the floor to the right of the cellphone,The bookshelf is located directly behind the table,The drum is placed in a corner away from the cellphone,The bookshelf is located on the opposite wall facing the table,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11224,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_7_4,Where is the drum placed in relation to the cellphone in the Living Room?,reasoning/spatial/relationship,,"A. The drum is placed on a stand behind where the cellphone is
B. The drum is placed on the floor to the right of the cellphone
C. The drum is placed in a corner away from the cellphone
D. The drum is placed on the shelf to the left of the phone.
E. The drum is placed on the same surface to the right of the cellphone",The drum is placed on a stand behind where the cellphone is,The drum is placed on the floor to the right of the cellphone,The drum is placed in a corner away from the cellphone,The drum is placed on the shelf to the left of the phone.,The drum is placed on the same surface to the right of the cellphone,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11227,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_7_5,Where is the wall decor located in relation to the chat on the wall in the Living Room?,reasoning/spatial/relationship,,"A. The wall decor is located to the immediate left of the chat on the wall
B. The wall decor is located directly above the chat on the wall
C. The wall decor is located on the same wall but at the opposite end of the chat
D. The wall decor is located to the right, with a small gap from the chat on the wall
E. The wall decor is located on the adjacent wall perpendicular to the chat",The wall decor is located to the immediate left of the chat on the wall,The wall decor is located directly above the chat on the wall,The wall decor is located on the same wall but at the opposite end of the chat,"The wall decor is located to the right, with a small gap from the chat on the wall",The wall decor is located on the adjacent wall perpendicular to the chat,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11228,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_6_6,"In the Living Room, which is closer to the bookshelf: the table or the wall where the camera wearer sticks the chat?",reasoning/spatial/proximity,,"A. The table is closer to the bookshelf than the wall
B. The wall is closer to the bookshelf than the table
C. There is no wall
D. There is no table
E. They are both equally close",The table is closer to the bookshelf than the wall,The wall is closer to the bookshelf than the table,There is no wall,There is no table,They are both equally close,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11231,1aa426b2-4d83-4b56-9d3c-4616adc464c8,1aa426b2-4d83-4b56-9d3c-4616adc464c8_7_23,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The drum is placed on the shelf to the left of the phone in the Living Room
B. The bookshelf is located immediately adjacent to the table on the left
C. The bookshelf is located to the immediate right of the table
D. The wall decor is located to the right, with a small gap from the chat on the wall
E. The wall decor is located on the same wall but at the opposite end of the chat",The drum is placed on the shelf to the left of the phone in the Living Room,The bookshelf is located immediately adjacent to the table on the left,The bookshelf is located to the immediate right of the table,"The wall decor is located to the right, with a small gap from the chat on the wall",The wall decor is located on the same wall but at the opposite end of the chat,3504.74,cleaning/laundry,frl_track_1_public,Vuzix
11239,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_7_1,Where is the drawer that contains the toolbox and container situated in relation to the vice in the Workshop?,reasoning/spatial/relationship,,"A. The drawer is situated in a separate section of the Workshop from the vice
B. The drawer is situated in the workbench to the right side of the vice
C. The drawer is situated on the opposite wall from the vice in the workbench
D. The drawer is situated in the workbench to the left side of the vice
E. The drawer is situated directly below the vice in the workbench",The drawer is situated in a separate section of the Workshop from the vice,The drawer is situated in the workbench to the right side of the vice,The drawer is situated on the opposite wall from the vice in the workbench,The drawer is situated in the workbench to the left side of the vice,The drawer is situated directly below the vice in the workbench,2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11242,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_6_20,Select the correct statement about spatial proximity depicted in the video,reasoning/spatial/proximity,,"A. The grease container is on a different shelf than the tissue paper and the plastic bag
B. The drawer is adjacent to the tool cabinet, with the waste bin on the far side
C. The tool cabinet is sandwiched between the waste bin and the drawer
D. The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall in the Workshop
E. The screwdriver, bolts, and nuts are all in separate locations within the workshop",The grease container is on a different shelf than the tissue paper and the plastic bag,"The drawer is adjacent to the tool cabinet, with the waste bin on the far side",The tool cabinet is sandwiched between the waste bin and the drawer,"The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall in the Workshop","The screwdriver, bolts, and nuts are all in separate locations within the workshop",2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11244,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_6_19,Select the correct statement about spatial proximity depicted in the video,reasoning/spatial/proximity,,"A. The nuts are in a pouch that is hung next to the screwdriver on a pegboard
B. The waste bin is closer to the tool cabinet than the drawer
C. The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall
D. The drawer is mounted on the wall opposite to the tool cabinet
E. The tissue paper is stored inside the plastic bag, which is placed near the grease container in the Workshop",The nuts are in a pouch that is hung next to the screwdriver on a pegboard,The waste bin is closer to the tool cabinet than the drawer,"The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall",The drawer is mounted on the wall opposite to the tool cabinet,"The tissue paper is stored inside the plastic bag, which is placed near the grease container in the Workshop",2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11249,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_7_21,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The drawer is situated in a separate section of the Workshop from the vice
B. The waste bin is located to the immediate left of the tool cabinet
C. The waste bin is located directly above the tool cabinet
D. The screwdriver is in the same toolbox with the bolts and nuts
E. The screwdriver is positioned on a shelf above the bolts and nuts",The drawer is situated in a separate section of the Workshop from the vice,The waste bin is located to the immediate left of the tool cabinet,The waste bin is located directly above the tool cabinet,The screwdriver is in the same toolbox with the bolts and nuts,The screwdriver is positioned on a shelf above the bolts and nuts,2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11250,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_6_6,Which is more proximate to the screwdriver in the Workshop: the bolts or the nuts?,reasoning/spatial/proximity,,"A. The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall.
B. The screwdriver, bolts, and nuts are all in separate locations within the workshop.
C. The bolts are part of a bolt rack that includes an integrated screwdriver holder.
D. The nuts are in a pouch that is hung next to the screwdriver on a pegboard.
E. The nuts are magnetically attached to the screwdriver's handle.","The bolts are closer to the screwdriver as they are in a bin under the workbench, while the nuts are in a box on the wall.","The screwdriver, bolts, and nuts are all in separate locations within the workshop.",The bolts are part of a bolt rack that includes an integrated screwdriver holder.,The nuts are in a pouch that is hung next to the screwdriver on a pegboard.,The nuts are magnetically attached to the screwdriver's handle.,2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11254,f830c917-2315-4c2e-bcb9-b9808f50a91f,f830c917-2315-4c2e-bcb9-b9808f50a91f_6_5,"In the Workshop, which is closer to the tool cabinet: the waste bin or the drawer?",reasoning/spatial/proximity,,"A. The drawer is mounted on the wall opposite to the tool cabinet
B. The drawer is closer to the tool cabinet
C. The drawer is adjacent to the tool cabinet, with the waste bin on the far side
D. The waste bin is closer to the tool cabinet
E. The tool cabinet is sandwiched between the waste bin and the drawer",The drawer is mounted on the wall opposite to the tool cabinet,The drawer is closer to the tool cabinet,"The drawer is adjacent to the tool cabinet, with the waste bin on the far side",The waste bin is closer to the tool cabinet,The tool cabinet is sandwiched between the waste bin and the drawer,2170.92,Bike mechanic,unict,GoPro Hero Silver 7
11284,a7062d19-5af7-42fe-ad8c-2d7442ddbe48,a7062d19-5af7-42fe-ad8c-2d7442ddbe48_7_5,Where is the forklift parked in relation to the hose on the construction site?,reasoning/spatial/relationship,,"A. The forklift is parked with the hose coiled on its left side
B. The forklift is parked in front of the hose, blocking its path
C. The forklift is parked behind the hose reel
D. The forklift is parked at the diagonal position of the hose
E. The forklift is parked with the hose draped over its forks",The forklift is parked with the hose coiled on its left side,"The forklift is parked in front of the hose, blocking its path",The forklift is parked behind the hose reel,The forklift is parked at the diagonal position of the hose,The forklift is parked with the hose draped over its forks,1875.3,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
11285,a7062d19-5af7-42fe-ad8c-2d7442ddbe48,a7062d19-5af7-42fe-ad8c-2d7442ddbe48_7_21,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The forklift is parked with the hose draped over its forks
B. The cut-off saw is on the ground, with the level measuring ruler propped against it
C. The stack of paper is on the left side of the gloves in the garage
D. The cut-off saw is in a carrying case, to the right of where the level measuring ruler is hanging
E. The forklift is parked behind the hose reel",The forklift is parked with the hose draped over its forks,"The cut-off saw is on the ground, with the level measuring ruler propped against it",The stack of paper is on the left side of the gloves in the garage,"The cut-off saw is in a carrying case, to the right of where the level measuring ruler is hanging",The forklift is parked behind the hose reel,1875.3,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
11289,a7062d19-5af7-42fe-ad8c-2d7442ddbe48,a7062d19-5af7-42fe-ad8c-2d7442ddbe48_6_11,"In the Workshop, which is closer to the scissor jack: the hammer or the ruler?",reasoning/spatial/proximity,,"A. The ruler and the hammer are adjacent to each other, with the scissor jack being the farthest
B. The ruler is closer to the scissor jack than the hammer
C. The hammer is closer to the scissor jack than the ruler
D. The scissor jack is equidistant from both the hammer and the ruler
E. The scissor jack, hammer, and ruler are all in immediate proximity to each other","The ruler and the hammer are adjacent to each other, with the scissor jack being the farthest",The ruler is closer to the scissor jack than the hammer,The hammer is closer to the scissor jack than the ruler,The scissor jack is equidistant from both the hammer and the ruler,"The scissor jack, hammer, and ruler are all in immediate proximity to each other",1875.3,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
11291,a7062d19-5af7-42fe-ad8c-2d7442ddbe48,a7062d19-5af7-42fe-ad8c-2d7442ddbe48_7_6,Where is the stack of paper found in relation to the gloves in the garage?,reasoning/spatial/relationship,,"A. The stack of paper is in a filing cabinet, with the gloves placed on top.
B. The stack of paper is on the left side of the gloves.
C. The stack of paper is in a drawer, opposite the wall where the gloves are hung.
D. The stack of paper is hanging to the right of the gloves on a clipboard.
E. The stack of paper is underneath the gloves on the workbench.","The stack of paper is in a filing cabinet, with the gloves placed on top.",The stack of paper is on the left side of the gloves.,"The stack of paper is in a drawer, opposite the wall where the gloves are hung.",The stack of paper is hanging to the right of the gloves on a clipboard.,The stack of paper is underneath the gloves on the workbench.,1875.3,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
11298,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_7_18,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The grinder is on the right side of the frame.
B. The welding machine is positioned at the back of the workshop, away from the metal structures
C. The grinder is on a mobile trolley to the left of the frame
D. The tape measure is in a toolbox located beneath the frame
E. The hand grinder is mounted on the wall opposite the steel bar",The grinder is on the right side of the frame.,"The welding machine is positioned at the back of the workshop, away from the metal structures",The grinder is on a mobile trolley to the left of the frame,The tape measure is in a toolbox located beneath the frame,The hand grinder is mounted on the wall opposite the steel bar,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11299,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_7_16,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The grinder is under a workbench to the left of the frame
B. The tape measure is on a shelf across from the frame
C. The tape measure is coiled on a hook to the right of the frame
D. The hand grinder is hanging from the ceiling in a diagonal position to the right of the steel bar
E. The welding machine is located on a shelf to the left of the metal structures",The grinder is under a workbench to the left of the frame,The tape measure is on a shelf across from the frame,The tape measure is coiled on a hook to the right of the frame,The hand grinder is hanging from the ceiling in a diagonal position to the right of the steel bar,The welding machine is located on a shelf to the left of the metal structures,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11300,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_7_2,Where is the welding machine located in relation to the metal structures in the workshop?,reasoning/spatial/relationship,,"A. The welding machine is integrated into the metal structures
B. The welding machine is positioned at the back of the workshop, away from the metal structures
C. The welding machine is located on a shelf to the left of the metal structures
D. The welding machine is on the right side of the metal structure.
E. The welding machine is situated on the floor to the left of the metal structures",The welding machine is integrated into the metal structures,"The welding machine is positioned at the back of the workshop, away from the metal structures",The welding machine is located on a shelf to the left of the metal structures,The welding machine is on the right side of the metal structure.,The welding machine is situated on the floor to the left of the metal structures,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11302,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_6_6,"In the Workshop, is the metal structure closer to the weller soldering gun or the crayon?",reasoning/spatial/proximity,,"A. There is no crayon
B. The metal structure is closer to the weller soldering gun than the crayon
C. The crayon is closer to the metal structure than the weller soldering gun
D. There is no metal structure
E. They are both equally close",There is no crayon,The metal structure is closer to the weller soldering gun than the crayon,The crayon is closer to the metal structure than the weller soldering gun,There is no metal structure,They are both equally close,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11306,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_7_17,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The grinder is located in a corner diagonally across from the frame
B. The welding machine is situated on the floor to the left of the metal structures
C. The tape measure is above the frame
D. The hand grinder is on a cart to the left of the steel bar
E. The welding machine is integrated into the metal structures",The grinder is located in a corner diagonally across from the frame,The welding machine is situated on the floor to the left of the metal structures,The tape measure is above the frame,The hand grinder is on a cart to the left of the steel bar,The welding machine is integrated into the metal structures,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11308,c976bf0b-e005-40b6-8482-6c1431797edc,c976bf0b-e005-40b6-8482-6c1431797edc_7_3,Where is the hand grinder placed in relation to the steel bar in the workshop?,reasoning/spatial/relationship,,"A. The hand grinder is mounted on the wall opposite the steel bar
B. The hand grinder is stored in a drawer underneath where the steel bar is held
C. The hand grinder is placed on a bench to the left of the steel bar
D. The hand grinder is on a cart to the left of the steel bar
E. The hand grinder is hanging from the ceiling in a diagonal position to the right of the steel bar",The hand grinder is mounted on the wall opposite the steel bar,The hand grinder is stored in a drawer underneath where the steel bar is held,The hand grinder is placed on a bench to the left of the steel bar,The hand grinder is on a cart to the left of the steel bar,The hand grinder is hanging from the ceiling in a diagonal position to the right of the steel bar,5290.36,Blacksmith,iiith,GoPro Hero Black 7
11320,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_23,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The fridge is located to the immediate right of the sink
B. The tap is found on an island counter opposite the cooker
C. The chopping board is placed directly above the cooker
D. The pan is located in a stack on the floor beside the chopping board
E. The dustbin is situated in the space to the right of the cabinet",The fridge is located to the immediate right of the sink,The tap is found on an island counter opposite the cooker,The chopping board is placed directly above the cooker,The pan is located in a stack on the floor beside the chopping board,The dustbin is situated in the space to the right of the cabinet,1995.49,Cooking,bristol,GoPro Hero Black 8
11323,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_22,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The dustbin is situated hanging on the door of the cabinet
B. The tap is found to the left of the cooker, near the window
C. The pan is located on a shelf directly below the chopping board
D. The chopping board is placed on the right side of the cooker
E. The fridge is located in the corner opposite to the sink",The dustbin is situated hanging on the door of the cabinet,"The tap is found to the left of the cooker, near the window",The pan is located on a shelf directly below the chopping board,The chopping board is placed on the right side of the cooker,The fridge is located in the corner opposite to the sink,1995.49,Cooking,bristol,GoPro Hero Black 8
11324,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_1,Where is the chopping board placed in relation to the cooker in the Kitchen?,reasoning/spatial/relationship,,"A. The chopping board is placed in a lower cabinet beneath the cooker
B. The chopping board is placed to the immediate left of the cooker
C. The chopping board is placed diagonally across from the cooker
D. The chopping board is placed directly above the cooker
E. The chopping board is placed on the right side of the cooker",The chopping board is placed in a lower cabinet beneath the cooker,The chopping board is placed to the immediate left of the cooker,The chopping board is placed diagonally across from the cooker,The chopping board is placed directly above the cooker,The chopping board is placed on the right side of the cooker,1995.49,Cooking,bristol,GoPro Hero Black 8
11330,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_2,Where is the fridge located in relation to the sink in the Kitchen?,reasoning/spatial/relationship,,"A. The fridge is located in the corner opposite to the sink
B. The fridge is located in an alcove adjacent to the sink
C. The fridge is located to the immediate right of the sink
D. The fridge is located directly behind the sink
E. The fridge is located next to the sink on the left side",The fridge is located in the corner opposite to the sink,The fridge is located in an alcove adjacent to the sink,The fridge is located to the immediate right of the sink,The fridge is located directly behind the sink,The fridge is located next to the sink on the left side,1995.49,Cooking,bristol,GoPro Hero Black 8
11332,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_6_6,Which is more proximate to the cabinet in the Kitchen: the dustbin or the sink?,reasoning/spatial/proximity,,"A. There is no dustbin
B. The sink is more proximate to the cabinet than the dustbin
C. The dustbin is built into the cabinet, making it closer than the sink
D. They are both equally close
E. There is no sink",There is no dustbin,The sink is more proximate to the cabinet than the dustbin,"The dustbin is built into the cabinet, making it closer than the sink",They are both equally close,There is no sink,1995.49,Cooking,bristol,GoPro Hero Black 8
11333,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_3,Where is the dustbin situated in relation to the cabinet in the Kitchen?,reasoning/spatial/relationship,,"A. The dustbin is situated to the left side of the cabinet
B. The dustbin is situated on a shelf within the cabinet
C. The dustbin is situated in the cabinet under the sink
D. The dustbin is situated in the space to the right of the cabinet
E. The dustbin is situated hanging on the door of the cabinet",The dustbin is situated to the left side of the cabinet,The dustbin is situated on a shelf within the cabinet,The dustbin is situated in the cabinet under the sink,The dustbin is situated in the space to the right of the cabinet,The dustbin is situated hanging on the door of the cabinet,1995.49,Cooking,bristol,GoPro Hero Black 8
11335,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_4,Where is the tap found in relation to the cooker in the Kitchen?,reasoning/spatial/relationship,,"A. The tap is found integrated into the cooker's backsplash
B. The tap is found on an island counter opposite the cooker
C. The tap is found next to the cooker, on the left side
D. The tap is found on the right side of the cooker
E. The tap is found to the left of the cooker, near the window",The tap is found integrated into the cooker's backsplash,The tap is found on an island counter opposite the cooker,"The tap is found next to the cooker, on the left side",The tap is found on the right side of the cooker,"The tap is found to the left of the cooker, near the window",1995.49,Cooking,bristol,GoPro Hero Black 8
11336,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_7_24,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The dustbin is situated in the cabinet under the sink
B. The chopping board is placed diagonally across from the cooker
C. The tap is found on the right side of the cooker
D. The fridge is located in an alcove adjacent to the sink
E. The pan is located hanging above the chopping board",The dustbin is situated in the cabinet under the sink,The chopping board is placed diagonally across from the cooker,The tap is found on the right side of the cooker,The fridge is located in an alcove adjacent to the sink,The pan is located hanging above the chopping board,1995.49,Cooking,bristol,GoPro Hero Black 8
11338,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_6_19,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The fridge is nearer to the sink than the dustbin in the Kitchen
B. The chopping board is closer to the cooker than the fridge in the Kitchen
C. The dustbin is built into the cabinet, making it closer than the sink in the Kitchen
D. The dustbin is directly beneath the sink, making it closer than the fridge in the Kitchen
E. The tap is closer to the cooker than the chopping board in the Kitchen",The fridge is nearer to the sink than the dustbin in the Kitchen,The chopping board is closer to the cooker than the fridge in the Kitchen,"The dustbin is built into the cabinet, making it closer than the sink in the Kitchen","The dustbin is directly beneath the sink, making it closer than the fridge in the Kitchen",The tap is closer to the cooker than the chopping board in the Kitchen,1995.49,Cooking,bristol,GoPro Hero Black 8
11340,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_6_21,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The sink is more proximate to the cabinet than the dustbin in the Kitchen
B. The chopping board is closer to the cooker than the fridge in the Kitchen
C. They are both equally close to the cabinet in the Kitchen
D. The chopping board is installed next to the cooker, making it closer than the tap in the Kitchen
E. The fridge is nearer to the sink than the dustbin in the Kitchen",The sink is more proximate to the cabinet than the dustbin in the Kitchen,The chopping board is closer to the cooker than the fridge in the Kitchen,They are both equally close to the cabinet in the Kitchen,"The chopping board is installed next to the cooker, making it closer than the tap in the Kitchen",The fridge is nearer to the sink than the dustbin in the Kitchen,1995.49,Cooking,bristol,GoPro Hero Black 8
11344,228eb02a-6c89-4aa0-9cd4-0cdab1550c83,228eb02a-6c89-4aa0-9cd4-0cdab1550c83_6_20,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. There is no cooker in the Kitchen
B. The chopping board is closer to the cooker than the fridge in the Kitchen
C. The sink is more proximate to the cabinet than the dustbin in the Kitchen
D. The dustbin and the fridge are both equally close to the sink in the Kitchen
E. The chopping board is installed next to the cooker, making it closer than the tap in the Kitchen",There is no cooker in the Kitchen,The chopping board is closer to the cooker than the fridge in the Kitchen,The sink is more proximate to the cabinet than the dustbin in the Kitchen,The dustbin and the fridge are both equally close to the sink in the Kitchen,"The chopping board is installed next to the cooker, making it closer than the tap in the Kitchen",1995.49,Cooking,bristol,GoPro Hero Black 8
11346,2d29b45a-169b-453f-8050-98ec147b0ccf,2d29b45a-169b-453f-8050-98ec147b0ccf_7_1,Where is the wood cutting machine placed in relation to the dust bin?,reasoning/spatial/relationship,,"A. The wood cutting machine is placed to the immediate right of the dust bin
B. The wood cutting machine is placed behind the dust bin
C. The wood cutting machine is placed in a corner opposite to the dust bin
D. The wood cutting machine is placed adjacent to the dust bin
E. The wood cutting machine is placed in the center of the room, away from the dust bin",The wood cutting machine is placed to the immediate right of the dust bin,The wood cutting machine is placed behind the dust bin,The wood cutting machine is placed in a corner opposite to the dust bin,The wood cutting machine is placed adjacent to the dust bin,"The wood cutting machine is placed in the center of the room, away from the dust bin",2148.8,Carpenter,cmu,GoPro Hero Black 8
11347,2d29b45a-169b-453f-8050-98ec147b0ccf,2d29b45a-169b-453f-8050-98ec147b0ccf_7_2,Where is the nail gun located when the camera wearer is installing the baseboards?,reasoning/spatial/relationship,,"A. The nail gun is located on a windowsill adjacent to the baseboards
B. The nail gun is placed directly opposite the baseboard.
C. The nail gun is located on a workbench across from the baseboards
D. The nail gun is located on the floor to the left of the camera wearer
E. The nail gun is located in a toolbox near the wall opposite the baseboards",The nail gun is located on a windowsill adjacent to the baseboards,The nail gun is placed directly opposite the baseboard.,The nail gun is located on a workbench across from the baseboards,The nail gun is located on the floor to the left of the camera wearer,The nail gun is located in a toolbox near the wall opposite the baseboards,2148.8,Carpenter,cmu,GoPro Hero Black 8
11364,e343bb32-51b1-4b45-ae53-022a4ece9d83,e343bb32-51b1-4b45-ae53-022a4ece9d83_7_1,Where can the camera wearer find the screwdriver in relation to the metal rods in the workshop?,reasoning/spatial/relationship,,"A. The screwdriver is magnetically attached to a beam above the metal rods
B. The screwdriver is on a windowsill adjacent to the metal rods
C. The screwdriver is in a tool caddy on a workbench to the right of the metal rods
D. The screwdriver is in a drawer in a cabinet opposite the metal rods
E. The screwdriver is hanging on the tool belt on the left side of the metal rod.",The screwdriver is magnetically attached to a beam above the metal rods,The screwdriver is on a windowsill adjacent to the metal rods,The screwdriver is in a tool caddy on a workbench to the right of the metal rods,The screwdriver is in a drawer in a cabinet opposite the metal rods,The screwdriver is hanging on the tool belt on the left side of the metal rod.,2667.88,Blacksmith,iiith,GoPro Hero Black 7
11370,e343bb32-51b1-4b45-ae53-022a4ece9d83,e343bb32-51b1-4b45-ae53-022a4ece9d83_6_6,Which is more proximate to the steel cutting machine in the workshop: the tape measure or the pencil?,reasoning/spatial/proximity,,"A. There is no pencil
B. There is no tape measure
C. They are equally close
D. The steel cutting machine is more proximate to the tape measure
E. The steel cutting machine is more proximate to the pencil",There is no pencil,There is no tape measure,They are equally close,The steel cutting machine is more proximate to the tape measure,The steel cutting machine is more proximate to the pencil,2667.88,Blacksmith,iiith,GoPro Hero Black 7
11375,e343bb32-51b1-4b45-ae53-022a4ece9d83,e343bb32-51b1-4b45-ae53-022a4ece9d83_6_5,"In the workshop, is the screwdriver closer to the forceps or the metal grinding machine?",reasoning/spatial/proximity,,"A. There is no metal grinding machine
B. The screwdriver is closer to the forceps
C. There are no forceps
D. They are equally close
E. The screwdriver is closer to the tweezers",There is no metal grinding machine,The screwdriver is closer to the forceps,There are no forceps,They are equally close,The screwdriver is closer to the tweezers,2667.88,Blacksmith,iiith,GoPro Hero Black 7
11377,e343bb32-51b1-4b45-ae53-022a4ece9d83,e343bb32-51b1-4b45-ae53-022a4ece9d83_7_17,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The shelf is part of a storage unit that stands to the left of the metal bar
B. The screwdriver is hanging on the tool belt on the left side of the metal rod
C. The hammer is in a drawer below the wheel disc
D. The shelf is on the opposite wall, facing the metal bar
E. The hammer is leaning against the wall behind the wheel disc",The shelf is part of a storage unit that stands to the left of the metal bar,The screwdriver is hanging on the tool belt on the left side of the metal rod,The hammer is in a drawer below the wheel disc,"The shelf is on the opposite wall, facing the metal bar",The hammer is leaning against the wall behind the wheel disc,2667.88,Blacksmith,iiith,GoPro Hero Black 7
